tripid,starttime,stoptime,bikeid,duration,from,to,identifies,birthyear
Tr10412020,6/30/2016 11:04,6/30/2016 13:03,B3358,7133,341,341,,
Tr10411895,6/30/2016 10:52,6/30/2016 11:07,B3237,903,76,35,,
Tr10411765,6/30/2016 10:43,6/30/2016 11:02,B779,1157,26,161,,
Tr10411642,6/30/2016 10:31,6/30/2016 10:35,B2682,269,350,285,Male,1974
Tr10411501,6/30/2016 10:20,6/30/2016 10:53,B2537,1981,177,249,,
Tr10411344,6/30/2016 10:10,6/30/2016 10:23,B3509,835,180,125,Male,1987
Tr10411198,6/30/2016 9:57,6/30/2016 10:13,B2061,919,43,146,Female,1964
Tr10411067,6/30/2016 9:47,6/30/2016 10:09,B5073,1296,56,213,Female,1981
Tr10410939,6/30/2016 9:37,6/30/2016 9:39,B682,151,98,40,Male,1978
Tr10410817,6/30/2016 9:27,6/30/2016 9:34,B1723,365,318,229,Male,1965
Tr10410697,6/30/2016 9:19,6/30/2016 9:42,B2031,1363,383,275,Female,1985
Tr10410581,6/30/2016 9:12,6/30/2016 9:39,B2562,1624,344,157,Female,1990
Tr10410447,6/30/2016 9:06,6/30/2016 9:18,B4266,699,119,40,Male,1970
Tr10410283,6/30/2016 9:01,6/30/2016 9:05,B1901,276,192,80,Male,1962
Tr10410139,6/30/2016 8:55,6/30/2016 9:02,B5211,407,224,289,Male,1985
Tr10410016,6/30/2016 8:50,6/30/2016 8:57,B5329,368,91,21,Male,1980
Tr10409889,6/30/2016 8:46,6/30/2016 8:52,B4896,391,304,231,Female,1992
Tr10409766,6/30/2016 8:43,6/30/2016 8:49,B924,409,154,114,Male,1989
Tr10409632,6/30/2016 8:37,6/30/2016 8:48,B1230,636,53,73,Female,1982
Tr10409517,6/30/2016 8:34,6/30/2016 8:41,B1830,458,346,18,Male,1985
Tr10409405,6/30/2016 8:30,6/30/2016 8:41,B253,678,74,192,Male,1984
Tr10409291,6/30/2016 8:25,6/30/2016 8:30,B1453,290,420,345,Female,1953
Tr10409171,6/30/2016 8:21,6/30/2016 8:48,B3711,1605,90,3,,
Tr10409047,6/30/2016 8:17,6/30/2016 8:25,B5839,441,75,414,Male,1958
Tr10408914,6/30/2016 8:13,6/30/2016 8:19,B2767,370,6,7,,
Tr10408797,6/30/2016 8:09,6/30/2016 8:25,B1403,945,291,287,,
Tr10408688,6/30/2016 8:05,6/30/2016 8:12,B4617,424,192,39,Male,1959
Tr10408576,6/30/2016 8:00,6/30/2016 8:14,B3394,831,77,383,Male,1973
Tr10408447,6/30/2016 7:57,6/30/2016 8:11,B1674,878,217,36,Male,1984
Tr10408308,6/30/2016 7:52,6/30/2016 8:14,B326,1324,213,286,Male,1987
Tr10408185,6/30/2016 7:46,6/30/2016 7:58,B4602,733,192,199,Female,1961
Tr10408073,6/30/2016 7:43,6/30/2016 8:03,B5309,1212,172,287,Male,1985
Tr10407964,6/30/2016 7:38,6/30/2016 7:54,B3827,926,99,364,Male,1992
Tr10407683,6/30/2016 7:34,6/30/2016 7:44,B5827,604,168,90,Female,1975
Tr10407562,6/30/2016 7:28,6/30/2016 7:39,B3690,667,172,164,Male,1988
Tr10407452,6/30/2016 7:23,6/30/2016 7:33,B4927,554,141,85,Female,1975
Tr10407332,6/30/2016 7:18,6/30/2016 7:28,B1994,614,195,75,Male,1989
Tr10407214,6/30/2016 7:11,6/30/2016 7:20,B466,553,75,47,Male,1984
Tr10407107,6/30/2016 7:05,6/30/2016 7:10,B1629,333,248,247,Male,1996
Tr10406969,6/30/2016 6:55,6/30/2016 7:05,B1294,587,7,283,Male,1988
Tr10406860,6/30/2016 6:47,6/30/2016 7:11,B4722,1447,325,451,,
Tr10406747,6/30/2016 6:38,6/30/2016 6:45,B4982,437,80,283,Male,1978
Tr10406642,6/30/2016 6:25,6/30/2016 6:26,B7,64,5,5,Male,1995
Tr10406519,6/30/2016 6:11,6/30/2016 6:33,B4596,1325,214,89,Male,1978
Tr10406411,6/30/2016 5:50,6/30/2016 6:24,B5709,2083,465,48,,
Tr10406302,6/30/2016 4:56,6/30/2016 5:10,B5121,808,191,210,Male,1991
Tr10406196,6/30/2016 0:50,6/30/2016 1:07,B893,974,359,332,Female,1983
Tr10426626,6/30/2016 23:53,6/30/2016 23:57,B4921,232,58,58,Male,1988
Tr10426514,6/30/2016 23:21,6/30/2016 23:48,B1370,1623,33,33,,
Tr10426386,6/30/2016 23:02,6/30/2016 23:42,B900,2408,340,117,,
Tr10426245,6/30/2016 22:40,6/30/2016 22:43,B579,188,417,121,Male,1966
Tr10426113,6/30/2016 22:25,6/30/2016 22:53,B4142,1646,315,87,Female,1994
Tr10425975,6/30/2016 22:13,6/30/2016 22:22,B995,505,230,244,Male,1993
Tr10425832,6/30/2016 21:59,6/30/2016 22:21,B1331,1292,20,172,,
Tr10425716,6/30/2016 21:47,6/30/2016 21:56,B5717,501,289,313,Female,1979
Tr10425607,6/30/2016 21:36,6/30/2016 21:48,B4017,709,245,254,Male,1990
Tr10425468,6/30/2016 21:25,6/30/2016 21:31,B4843,411,383,75,Male,1993
Tr10425349,6/30/2016 21:15,6/30/2016 21:30,B3999,874,7,199,,
Tr10425218,6/30/2016 21:06,6/30/2016 21:19,B2251,757,25,133,Female,1989
Tr10425078,6/30/2016 20:55,6/30/2016 21:09,B530,818,54,374,Male,1981
Tr10424958,6/30/2016 20:46,6/30/2016 21:01,B5029,851,124,215,,
Tr10424842,6/30/2016 20:39,6/30/2016 20:55,B4896,980,245,332,,
Tr10424715,6/30/2016 20:30,6/30/2016 20:48,B4072,1041,60,300,Female,1993
Tr10424584,6/30/2016 20:21,6/30/2016 20:45,B3230,1446,183,126,Male,1987
Tr10424457,6/30/2016 20:14,6/30/2016 20:50,B3672,2166,346,259,,
Tr10424316,6/30/2016 20:06,6/30/2016 20:23,B265,1017,172,174,Female,1982
Tr10424210,6/30/2016 19:58,6/30/2016 20:07,B505,503,365,224,Male,1981
Tr10424082,6/30/2016 19:53,6/30/2016 20:11,B5358,1110,23,156,Female,1988
Tr10423977,6/30/2016 19:47,6/30/2016 20:05,B5123,1030,85,177,,
Tr10423873,6/30/2016 19:41,6/30/2016 20:03,B2398,1326,35,370,Female,1966
Tr10423756,6/30/2016 19:34,6/30/2016 19:51,B4481,1036,334,94,Male,1992
Tr10423652,6/30/2016 19:28,6/30/2016 19:32,B2070,201,51,91,Male,1976
Tr10423529,6/30/2016 19:22,6/30/2016 19:50,B3784,1669,6,324,Female,1989
Tr10423409,6/30/2016 19:18,6/30/2016 19:21,B5598,187,161,211,Male,1987
Tr10423288,6/30/2016 19:13,6/30/2016 19:38,B4403,1529,69,268,Female,1986
Tr10423149,6/30/2016 19:08,6/30/2016 19:23,B4132,923,511,310,Female,1959
Tr10423031,6/30/2016 19:02,6/30/2016 19:09,B2070,399,91,51,Male,1987
Tr10422917,6/30/2016 18:58,6/30/2016 19:05,B1560,407,33,174,Male,1993
Tr10422799,6/30/2016 18:54,6/30/2016 19:06,B1785,725,38,7,Male,1963
Tr10422691,6/30/2016 18:49,6/30/2016 19:08,B589,1122,172,13,Male,1990
Tr10422580,6/30/2016 18:46,6/30/2016 18:54,B445,521,125,133,Male,1986
Tr10422462,6/30/2016 18:42,6/30/2016 18:50,B428,488,96,88,Female,1977
Tr10422323,6/30/2016 18:37,6/30/2016 18:47,B5052,592,214,88,Male,1983
Tr10422211,6/30/2016 18:32,6/30/2016 18:45,B5009,758,91,277,Female,1973
Tr10422104,6/30/2016 18:28,6/30/2016 18:39,B5307,659,464,465,Female,1992
Tr10421991,6/30/2016 18:24,6/30/2016 18:39,B1981,885,58,28,Male,1969
Tr10421866,6/30/2016 18:21,6/30/2016 18:41,B3125,1214,219,300,,
Tr10421746,6/30/2016 18:17,6/30/2016 18:22,B5466,260,18,91,Female,1991
Tr10421622,6/30/2016 18:13,6/30/2016 18:37,B5475,1417,85,192,Male,1968
Tr10421497,6/30/2016 18:10,6/30/2016 18:22,B5681,737,7,161,Male,1980
Tr10421387,6/30/2016 18:07,6/30/2016 18:28,B3508,1280,130,268,,
Tr10421281,6/30/2016 18:04,6/30/2016 18:14,B2562,593,56,346,Male,1982
Tr10421173,6/30/2016 18:00,6/30/2016 18:02,B5461,141,291,289,Male,1963
Tr10421063,6/30/2016 17:57,6/30/2016 18:04,B3240,431,213,58,Male,1970
Tr10420948,6/30/2016 17:54,6/30/2016 18:14,B5287,1194,46,334,Female,1992
Tr10420809,6/30/2016 17:51,6/30/2016 18:25,B4934,2022,255,263,,
Tr10420685,6/30/2016 17:47,6/30/2016 18:05,B3561,1060,81,268,Male,1986
Tr10420565,6/30/2016 17:44,6/30/2016 18:23,B5138,2311,7,249,,
Tr10420451,6/30/2016 17:41,6/30/2016 18:11,B4910,1782,18,190,Female,1981
Tr10420337,6/30/2016 17:38,6/30/2016 17:41,B2218,207,112,71,,
Tr10420221,6/30/2016 17:35,6/30/2016 17:57,B5341,1315,284,209,Male,1990
Tr10420107,6/30/2016 17:32,6/30/2016 17:40,B3648,516,75,241,Male,1990
Tr10419999,6/30/2016 17:29,6/30/2016 17:33,B1342,265,322,417,Male,1982
Tr10419890,6/30/2016 17:26,6/30/2016 17:44,B5833,1075,261,91,Female,1964
Tr10419783,6/30/2016 17:23,6/30/2016 17:32,B2529,520,41,72,Male,1989
Tr10419668,6/30/2016 17:20,6/30/2016 17:35,B5000,910,212,16,Male,1982
Tr10419553,6/30/2016 17:18,6/30/2016 17:39,B4745,1257,50,147,Female,1989
Tr10419439,6/30/2016 17:15,6/30/2016 17:21,B1658,353,283,191,Female,1975
Tr10419328,6/30/2016 17:12,6/30/2016 17:32,B506,1156,174,288,Male,1980
Tr10419218,6/30/2016 17:10,6/30/2016 17:29,B2879,1142,47,69,Male,1990
Tr10419103,6/30/2016 17:07,6/30/2016 17:26,B124,1104,173,324,Male,1980
Tr10418995,6/30/2016 17:05,6/30/2016 17:10,B1905,310,287,164,Male,1990
Tr10418893,6/30/2016 17:03,6/30/2016 17:20,B1771,1044,100,381,Male,1990
Tr10418787,6/30/2016 17:00,6/30/2016 17:17,B5594,1032,211,50,Male,1976
Tr10418680,6/30/2016 16:57,6/30/2016 17:07,B1916,612,24,283,Male,1955
Tr10418566,6/30/2016 16:54,6/30/2016 17:21,B253,1603,75,144,Female,1986
Tr10418461,6/30/2016 16:52,6/30/2016 17:19,B1999,1600,99,232,Male,1961
Tr10418336,6/30/2016 16:49,6/30/2016 16:58,B2739,555,260,258,Male,1984
Tr10418230,6/30/2016 16:45,6/30/2016 17:02,B5711,1017,317,75,Male,1979
Tr10418111,6/30/2016 16:42,6/30/2016 16:54,B2489,698,283,241,Male,1982
Tr10417986,6/30/2016 16:37,6/30/2016 16:52,B907,882,142,66,Female,1965
Tr10417879,6/30/2016 16:34,6/30/2016 16:39,B4845,296,282,57,Female,1984
Tr10417764,6/30/2016 16:30,6/30/2016 16:42,B1928,713,176,91,,
Tr10417637,6/30/2016 16:25,6/30/2016 16:47,B3134,1340,192,183,Male,1986
Tr10417516,6/30/2016 16:20,6/30/2016 16:36,B2373,965,115,58,Female,1960
Tr10417407,6/30/2016 16:17,6/30/2016 16:27,B678,609,98,41,Female,1992
Tr10417299,6/30/2016 16:12,6/30/2016 16:17,B3479,321,56,92,Female,1990
Tr10417185,6/30/2016 16:07,6/30/2016 16:34,B5873,1640,164,319,Female,1963
Tr10417079,6/30/2016 16:02,6/30/2016 16:05,B2863,208,47,38,Male,1982
Tr10416959,6/30/2016 15:57,6/30/2016 16:21,B2426,1466,220,85,,
Tr10416841,6/30/2016 15:53,6/30/2016 15:58,B1294,326,49,264,Male,1961
Tr10416732,6/30/2016 15:48,6/30/2016 15:55,B3611,427,18,90,Male,1982
Tr10416625,6/30/2016 15:42,6/30/2016 15:53,B1241,650,169,212,Male,1965
Tr10416497,6/30/2016 15:36,6/30/2016 15:54,B3875,1045,347,459,Male,1984
Tr10416367,6/30/2016 15:30,6/30/2016 15:38,B3821,488,244,256,Male,1993
Tr10416253,6/30/2016 15:24,6/30/2016 18:17,B5823,10393,99,199,,
Tr10416104,6/30/2016 15:17,6/30/2016 15:34,B4759,1059,36,287,,
Tr10415983,6/30/2016 15:10,6/30/2016 15:24,B1197,803,90,52,,
Tr10415843,6/30/2016 15:03,6/30/2016 15:19,B2676,975,177,254,Male,1952
Tr10415726,6/30/2016 14:56,6/30/2016 15:00,B2963,249,287,100,Male,1982
Tr10415577,6/30/2016 14:48,6/30/2016 15:04,B2277,976,131,254,Female,1987
Tr10415452,6/30/2016 14:40,6/30/2016 15:12,B4069,1914,177,268,Female,1967
Tr10415331,6/30/2016 14:32,6/30/2016 14:41,B1587,510,115,303,Male,1977
Tr10415215,6/30/2016 14:25,6/30/2016 15:20,B4884,3254,77,177,,
Tr10415100,6/30/2016 14:17,6/30/2016 14:45,B4248,1692,3,264,,
Tr10414981,6/30/2016 14:09,6/30/2016 14:37,B3910,1670,140,42,Female,1984
Tr10414867,6/30/2016 14:01,6/30/2016 14:08,B724,438,383,107,Male,1969
Tr10414760,6/30/2016 13:54,6/30/2016 14:33,B1658,2310,313,85,,
Tr10414644,6/30/2016 13:48,6/30/2016 13:59,B1417,675,439,203,Female,1988
Tr10414529,6/30/2016 13:41,6/30/2016 14:36,B3529,3296,490,85,,
Tr10414383,6/30/2016 13:33,6/30/2016 13:42,B872,502,191,44,Female,1978
Tr10414255,6/30/2016 13:26,6/30/2016 13:54,B1687,1668,334,268,,
Tr10414117,6/30/2016 13:18,6/30/2016 13:44,B1659,1549,338,80,Male,1984
Tr10413986,6/30/2016 13:11,6/30/2016 13:20,B4510,563,238,231,Female,1989
Tr10413877,6/30/2016 13:02,6/30/2016 13:12,B399,582,173,99,,
Tr10413757,6/30/2016 12:54,6/30/2016 13:17,B776,1398,34,85,,
Tr10413642,6/30/2016 12:46,6/30/2016 12:55,B976,497,49,133,Male,1978
Tr10413519,6/30/2016 12:39,6/30/2016 13:02,B494,1396,145,118,,
Tr10413408,6/30/2016 12:31,6/30/2016 12:47,B1282,914,3,284,,
Tr10413299,6/30/2016 12:24,6/30/2016 13:06,B3525,2500,47,149,,
Tr10413177,6/30/2016 12:19,6/30/2016 12:27,B877,494,115,220,Female,1989
Tr10413035,6/30/2016 12:11,6/30/2016 12:32,B137,1297,194,26,,
Tr10412897,6/30/2016 12:04,6/30/2016 12:10,B1338,372,18,98,Male,1978
Tr10412761,6/30/2016 11:55,6/30/2016 12:19,B2572,1433,329,35,,
Tr10412632,6/30/2016 11:47,6/30/2016 11:57,B5334,601,39,72,Male,1981
Tr10412519,6/30/2016 11:40,6/30/2016 12:05,B4056,1541,334,268,,
Tr10412397,6/30/2016 11:31,6/30/2016 11:38,B4821,406,231,326,Male,1968
Tr10412259,6/30/2016 11:21,6/30/2016 11:27,B494,358,145,24,Male,1990
Tr10412128,6/30/2016 11:12,6/30/2016 11:20,B4511,475,157,117,Male,1974
Tr10412009,6/30/2016 11:03,6/30/2016 11:21,B3097,1068,57,77,,
Tr10411884,6/30/2016 10:51,6/30/2016 11:07,B265,969,76,35,,
Tr10411751,6/30/2016 10:41,6/30/2016 11:35,B76,3248,52,267,,
Tr10411628,6/30/2016 10:30,6/30/2016 10:51,B2398,1282,332,85,,
Tr10411481,6/30/2016 10:19,6/30/2016 10:31,B3084,739,417,328,Male,1988
Tr10411331,6/30/2016 10:08,6/30/2016 10:28,B3314,1172,4,3,,
Tr10411184,6/30/2016 9:56,6/30/2016 10:13,B4403,999,3,35,,
Tr10411054,6/30/2016 9:46,6/30/2016 9:59,B4337,801,417,423,Female,1993
Tr10410928,6/30/2016 9:36,6/30/2016 9:44,B4604,482,271,201,Male,1964
Tr10410807,6/30/2016 9:26,6/30/2016 9:35,B4104,503,42,321,Male,1964
Tr10410686,6/30/2016 9:18,6/30/2016 9:26,B2617,487,88,133,Male,1982
Tr10410566,6/30/2016 9:11,6/30/2016 9:12,B4830,93,210,17,Male,1988
Tr10410431,6/30/2016 9:05,6/30/2016 17:19,B4948,29634,333,565,,
Tr10410269,6/30/2016 9:00,6/30/2016 9:11,B5716,661,321,40,Female,1982
Tr10410126,6/30/2016 8:54,6/30/2016 9:07,B3229,766,205,134,Male,1989
Tr10410003,6/30/2016 8:50,6/30/2016 8:56,B4547,342,85,53,Male,1963
Tr10409879,6/30/2016 8:46,6/30/2016 9:08,B4220,1336,370,44,Female,1977
Tr10409754,6/30/2016 8:42,6/30/2016 8:46,B1259,220,33,36,Male,1986
Tr10409621,6/30/2016 8:37,6/30/2016 8:46,B3318,568,133,211,Female,1968
Tr10409506,6/30/2016 8:33,6/30/2016 8:38,B5213,281,100,81,Male,1984
Tr10409394,6/30/2016 8:29,6/30/2016 8:35,B2587,328,459,294,Female,1977
Tr10409281,6/30/2016 8:25,6/30/2016 8:34,B5336,577,81,25,Male,1974
Tr10409156,6/30/2016 8:21,6/30/2016 8:32,B5811,690,56,36,Male,1983
Tr10409036,6/30/2016 8:17,6/30/2016 8:20,B3677,206,75,169,Female,1968
Tr10408903,6/30/2016 8:12,6/30/2016 8:15,B876,168,93,113,Female,1989
Tr10408786,6/30/2016 8:09,6/30/2016 8:14,B4140,351,18,43,Male,1963
Tr10408678,6/30/2016 8:04,6/30/2016 8:18,B4057,818,157,67,Male,1993
Tr10408564,6/30/2016 8:00,6/30/2016 8:11,B3255,684,142,48,Male,1980
Tr10408433,6/30/2016 7:56,6/30/2016 8:00,B4271,234,91,198,Male,1972
Tr10408295,6/30/2016 7:52,6/30/2016 7:55,B4991,226,41,59,Female,1962
Tr10408174,6/30/2016 7:47,6/30/2016 7:58,B2047,638,282,287,Male,1988
Tr10408061,6/30/2016 7:43,6/30/2016 7:49,B933,367,425,423,Male,1966
Tr10407953,6/30/2016 7:38,6/30/2016 7:54,B3482,942,130,164,Female,1993
Tr10407669,6/30/2016 7:33,6/30/2016 7:39,B261,342,394,36,Male,1977
Tr10407550,6/30/2016 7:27,6/30/2016 7:37,B4027,591,77,282,Male,1977
Tr10407438,6/30/2016 7:23,6/30/2016 7:40,B3334,1053,4,5,Female,1971
Tr10407322,6/30/2016 7:17,6/30/2016 7:22,B1803,315,319,13,Male,1981
Tr10407202,6/30/2016 7:11,6/30/2016 7:19,B1458,499,283,47,Male,1980
Tr10407097,6/30/2016 7:04,6/30/2016 7:10,B2597,386,255,414,Male,1980
Tr10406957,6/30/2016 6:55,6/30/2016 7:00,B2713,289,56,217,Male,1980
Tr10406844,6/30/2016 6:46,6/30/2016 6:49,B2773,195,152,87,Male,1976
Tr10406737,6/30/2016 6:37,6/30/2016 6:45,B1247,478,19,89,Male,1993
Tr10406632,6/30/2016 6:24,6/30/2016 6:51,B178,1624,304,301,Female,1974
Tr10406509,6/30/2016 6:10,6/30/2016 6:25,B4511,905,80,113,Male,1991
Tr10406400,6/30/2016 5:47,6/30/2016 5:58,B4879,632,7,73,Male,1987
Tr10406292,6/30/2016 4:40,6/30/2016 4:44,B3844,232,66,75,Male,1978
Tr10406185,6/30/2016 0:45,6/30/2016 0:57,B713,722,297,166,Male,1982
Tr10426616,6/30/2016 23:48,7/1/2016 0:03,B4346,914,123,128,Male,1982
Tr10426501,6/30/2016 23:18,6/30/2016 23:40,B613,1333,245,190,Male,1991
Tr10426375,6/30/2016 22:59,6/30/2016 23:07,B4649,480,226,319,Male,1967
Tr10426234,6/30/2016 22:39,6/30/2016 22:46,B3741,429,289,31,Male,1988
Tr10426100,6/30/2016 22:23,6/30/2016 22:29,B4388,343,51,174,Male,1986
Tr10425956,6/30/2016 22:11,6/30/2016 22:27,B1337,959,67,114,Male,1989
Tr10425819,6/30/2016 21:58,6/30/2016 23:07,B5358,4135,156,156,,
Tr10425705,6/30/2016 21:46,6/30/2016 22:02,B194,913,180,93,Male,1988
Tr10425595,6/30/2016 21:35,6/30/2016 21:44,B3952,530,117,299,Male,1988
Tr10425457,6/30/2016 21:23,6/30/2016 21:26,B4223,183,59,273,Male,1989
Tr10425337,6/30/2016 21:14,6/30/2016 21:30,B3651,1003,300,219,,
Tr10425203,6/30/2016 21:04,6/30/2016 21:23,B1200,1109,249,238,,
Tr10425065,6/30/2016 20:55,6/30/2016 21:02,B4993,439,318,304,Male,1961
Tr10424941,6/30/2016 20:46,6/30/2016 21:40,B3275,3227,33,33,Male,1994
Tr10424829,6/30/2016 20:38,6/30/2016 20:50,B1904,721,56,16,Male,1982
Tr10424702,6/30/2016 20:29,6/30/2016 20:52,B1101,1352,144,243,Female,1986
Tr10424572,6/30/2016 20:20,6/30/2016 20:40,B1289,1197,331,276,Male,1982
Tr10424442,6/30/2016 20:13,6/30/2016 20:18,B2659,296,67,113,Female,1989
Tr10424305,6/30/2016 20:05,6/30/2016 20:27,B2902,1288,181,156,Male,1980
Tr10424195,6/30/2016 19:58,6/30/2016 20:08,B4931,648,432,450,Male,1976
Tr10424072,6/30/2016 19:52,6/30/2016 20:15,B97,1348,117,162,Male,1969
Tr10423967,6/30/2016 19:47,6/30/2016 20:05,B2453,1062,35,5,,
Tr10423863,6/30/2016 19:40,6/30/2016 19:50,B1997,594,459,454,Female,1983
Tr10423745,6/30/2016 19:34,6/30/2016 20:09,B2682,2135,378,364,,
Tr10423640,6/30/2016 19:28,6/30/2016 19:34,B2827,395,81,24,Female,1989
Tr10423516,6/30/2016 19:22,6/30/2016 19:31,B1849,562,268,288,Male,1989
Tr10423396,6/30/2016 19:17,6/30/2016 19:23,B5580,348,108,80,Female,1972
Tr10423276,6/30/2016 19:13,6/30/2016 19:23,B3728,647,37,255,Female,1981
Tr10423138,6/30/2016 19:07,6/30/2016 19:21,B3085,843,114,491,Male,1968
Tr10423020,6/30/2016 19:02,6/30/2016 19:28,B5493,1569,177,459,Male,1971
Tr10422906,6/30/2016 18:58,6/30/2016 19:10,B3834,731,140,96,Male,1960
Tr10422788,6/30/2016 18:53,6/30/2016 18:57,B2156,247,173,110,Male,1983
Tr10422680,6/30/2016 18:49,6/30/2016 19:02,B5220,741,113,268,Female,1991
Tr10422569,6/30/2016 18:45,6/30/2016 18:58,B1542,768,284,90,,
Tr10422446,6/30/2016 18:41,6/30/2016 19:13,B2155,1952,249,249,,
Tr10422311,6/30/2016 18:36,6/30/2016 18:41,B3812,266,300,299,Female,1993
Tr10422200,6/30/2016 18:31,6/30/2016 18:50,B706,1098,35,181,,
Tr10422091,6/30/2016 18:27,6/30/2016 18:37,B2309,553,100,284,Male,1988
Tr10421980,6/30/2016 18:24,6/30/2016 18:36,B2432,702,344,477,Female,1972
Tr10421851,6/30/2016 18:20,6/30/2016 18:27,B4512,426,349,329,Male,1992
Tr10421733,6/30/2016 18:17,6/30/2016 18:21,B1241,260,176,268,Male,1989
Tr10421611,6/30/2016 18:13,6/30/2016 18:30,B3733,1034,290,29,Male,1986
Tr10421486,6/30/2016 18:10,6/30/2016 18:34,B3820,1425,28,116,,
Tr10421376,6/30/2016 18:06,6/30/2016 18:11,B3631,292,423,345,Female,1992
Tr10421271,6/30/2016 18:03,6/30/2016 18:11,B3775,475,213,216,Male,1980
Tr10421160,6/30/2016 17:59,6/30/2016 18:06,B4759,435,192,39,Female,1977
Tr10421051,6/30/2016 17:56,6/30/2016 18:09,B4358,745,66,30,Male,1983
Tr10420936,6/30/2016 17:53,6/30/2016 18:12,B1872,1126,174,14,Male,1970
Tr10420797,6/30/2016 17:51,6/30/2016 18:21,B4782,1841,219,43,Female,1976
Tr10420675,6/30/2016 17:47,6/30/2016 17:57,B4732,564,462,316,Female,1988
Tr10420555,6/30/2016 17:44,6/30/2016 17:47,B5324,181,294,463,Male,1976
Tr10420440,6/30/2016 17:40,6/30/2016 18:01,B696,1229,192,34,Male,1979
Tr10420324,6/30/2016 17:37,6/30/2016 17:45,B3163,438,172,181,Male,1975
Tr10420210,6/30/2016 17:35,6/30/2016 17:57,B3580,1326,177,35,Female,1968
Tr10420097,6/30/2016 17:31,6/30/2016 17:38,B1043,397,239,242,Female,1955
Tr10419989,6/30/2016 17:29,6/30/2016 17:41,B5018,732,227,253,Male,1966
Tr10419880,6/30/2016 17:26,6/30/2016 17:32,B4096,371,212,44,Female,1986
Tr10419770,6/30/2016 17:23,6/30/2016 17:34,B3580,690,87,177,Female,1968
Tr10419658,6/30/2016 17:20,6/30/2016 17:26,B3146,331,233,75,Male,1950
Tr10419542,6/30/2016 17:17,6/30/2016 17:29,B3917,683,212,141,Male,1981
Tr10419427,6/30/2016 17:15,6/30/2016 17:32,B3393,1008,334,85,Female,1993
Tr10419317,6/30/2016 17:12,6/30/2016 17:26,B541,837,181,333,Male,1987
Tr10419207,6/30/2016 17:09,6/30/2016 17:16,B3739,419,322,417,,
Tr10419092,6/30/2016 17:07,6/30/2016 17:28,B4238,1258,81,119,Male,1961
Tr10418985,6/30/2016 17:05,6/30/2016 17:10,B118,277,115,153,Female,1988
Tr10418883,6/30/2016 17:03,6/30/2016 17:25,B3705,1343,97,150,,
Tr10418777,6/30/2016 17:00,6/30/2016 17:03,B4239,204,98,287,Male,1962
Tr10418668,6/30/2016 16:57,6/30/2016 17:02,B1247,319,278,339,Male,1980
Tr10418556,6/30/2016 16:54,6/30/2016 16:59,B3934,271,31,182,Female,1993
Tr10418451,6/30/2016 16:52,6/30/2016 16:56,B3887,256,24,199,,
Tr10418326,6/30/2016 16:49,6/30/2016 16:53,B3693,223,260,290,Male,1986
Tr10418219,6/30/2016 16:45,6/30/2016 17:08,B5796,1393,284,141,Female,1986
Tr10418100,6/30/2016 16:42,6/30/2016 16:43,B4728,98,37,33,Male,1994
Tr10417976,6/30/2016 16:37,6/30/2016 16:46,B946,511,125,286,Male,1975
Tr10417869,6/30/2016 16:34,6/30/2016 16:49,B4819,925,49,26,Male,1991
Tr10417751,6/30/2016 16:29,6/30/2016 16:46,B332,982,126,13,,
Tr10417623,6/30/2016 16:24,6/30/2016 16:31,B1202,406,16,158,Male,1981
Tr10417505,6/30/2016 16:20,6/30/2016 16:32,B1218,745,142,66,Male,1983
Tr10417396,6/30/2016 16:17,6/30/2016 16:46,B3700,1746,172,334,Male,1952
Tr10417289,6/30/2016 16:12,6/30/2016 16:16,B4438,283,81,287,Male,1983
Tr10417175,6/30/2016 16:06,6/30/2016 16:19,B1806,769,134,51,Male,1982
Tr10417065,6/30/2016 16:01,6/30/2016 16:31,B3314,1806,6,157,,
Tr10416948,6/30/2016 15:57,6/30/2016 16:20,B2318,1388,199,287,,
Tr10416831,6/30/2016 15:52,6/30/2016 15:57,B4737,294,176,126,Male,1984
Tr10416722,6/30/2016 15:47,6/30/2016 16:19,B5166,1912,85,27,,
Tr10416611,6/30/2016 15:42,6/30/2016 15:45,B5873,215,287,164,Male,1976
Tr10416483,6/30/2016 15:35,6/30/2016 15:46,B3575,660,206,280,Female,1987
Tr10416356,6/30/2016 15:30,6/30/2016 15:37,B1306,413,75,81,Male,1988
Tr10416241,6/30/2016 15:23,6/30/2016 15:25,B5535,131,48,74,Male,1978
Tr10416090,6/30/2016 15:16,6/30/2016 15:25,B2805,546,195,6,,
Tr10415971,6/30/2016 15:09,6/30/2016 15:33,B399,1432,99,176,,
Tr10415831,6/30/2016 15:02,6/30/2016 15:13,B5787,629,174,108,Male,1995
Tr10415714,6/30/2016 14:55,6/30/2016 14:58,B3458,191,317,261,Male,1987
Tr10415565,6/30/2016 14:47,6/30/2016 14:56,B4880,551,614,544,Male,1981
Tr10415441,6/30/2016 14:39,6/30/2016 14:46,B5877,390,118,93,Female,1990
Tr10415319,6/30/2016 14:32,6/30/2016 14:40,B4368,464,88,192,Male,1974
Tr10415203,6/30/2016 14:25,6/30/2016 14:47,B3700,1352,35,37,,
Tr10415089,6/30/2016 14:16,6/30/2016 14:24,B5469,468,181,46,,
Tr10414971,6/30/2016 14:08,6/30/2016 14:49,B3849,2475,2,268,,
